RMB,1.3824
LBO,1.2353
FCB,1.1765
VBC,1.1471
CAI,1.1176
BBB,1.0588
HGC,1.0588
RNM,1.0294
UNI,1.0294
CAN,1.0000
JOV,0.9706
EST,0.9412
UCM,0.8824
FUE,0.8529
CAJ,0.9800
VAL,0.8529
GBC,0.7353
BXA,0.6765
